"experiment","folder","file","distribution_code","distribution","rmse_best","l1_best","linf_best","rmse_i","rmse_ii","rmse_iii","rmse_iv","rmse_v","l1_i","l1_ii","l1_iii","l1_iv","l1_v","linf_i","linf_ii","linf_iii","linf_iv","linf_v","rmse_friedman_chisq","rmse_friedman_df","rmse_friedman_p","rmse_kendall_w","rmse_anova_f","rmse_anova_p","l1_friedman_chisq","l1_friedman_df","l1_friedman_p","l1_kendall_w","l1_anova_f","l1_anova_p","linf_friedman_chisq","linf_friedman_df","linf_friedman_p","linf_kendall_w","linf_anova_f","linf_anova_p"
73,"ex73","faces_ex73.lst",1,"Poisson","(i)","(i)","(i)",0.143,0.169,0.147,0.147,0.144,0.385,0.453,0.395,0.397,0.388,0.192,0.227,0.197,0.198,0.194,23.765,4,"=8.903e-05",0.018,17.146,"1.02e-13",23.886,4,"=8.419e-05",0.018,17.082,"1.148e-13",23.886,4,"=8.419e-05",0.018,17.082,"1.148e-13"
74,"ex74","faces_ex74.lst",1,"Poisson","(i)","(i)","(v)",0.108,0.13,0.111,0.112,0.108,0.291,0.349,0.301,0.301,0.291,0.146,0.174,0.15,0.151,0.145,38.999,4,"=6.97e-08",0.03,28.021,"<",44.407,4,"=5.28e-09",0.034,27.318,"<",44.407,4,"=5.28e-09",0.034,27.318,"<"
75,"ex75","faces_ex75.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0767,0.103,0.076,0.0765,0.0772,0.208,0.278,0.205,0.207,0.209,0.104,0.139,0.102,0.103,0.104,67.823,4,"=6.537e-14",0.051,55.324,"<",70.681,4,"=1.63e-14",0.054,55.733,"<",70.681,4,"=1.63e-14",0.054,55.733,"<"
76,"ex76","faces_ex76.lst",1,"Poisson","(i)","(i)","(i)",0.14,0.166,0.142,0.143,0.14,0.377,0.448,0.383,0.383,0.377,0.189,0.224,0.192,0.192,0.189,22.44,4,"=0.0001638",0.017,22.971,"<",20.538,4,"=0.0003909",0.016,23.681,"<",20.538,4,"=0.0003909",0.016,23.681,"<"
77,"ex77","faces_ex77.lst",1,"Poisson","(i)","(i)","(i)",0.0987,0.1289,0.1006,0.1007,0.0991,0.266,0.347,0.27,0.271,0.267,0.133,0.174,0.135,0.135,0.134,82.771,4,"<2.2e-16",0.063,61.473,"<",85.738,4,"<2.2e-16",0.065,61.425,"<",85.738,4,"<2.2e-16",0.065,61.425,"<"
78,"ex78","faces_ex78.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0771,0.1015,0.0758,0.077,0.0776,0.208,0.273,0.204,0.208,0.21,0.104,0.136,0.102,0.104,0.105,75.872,4,"=1.303e-15",0.057,64.083,"<",78,4,"=4.619e-16",0.059,62.321,"<",78,4,"=4.619e-16",0.059,62.321,"<"
79,"ex79","faces_ex79.lst",1,"Poisson","(i)","(i)","(i)",0.136,0.161,0.138,0.139,0.136,0.364,0.432,0.371,0.373,0.364,0.182,0.216,0.186,0.186,0.182,22.405,4,"=0.0001665",0.017,23.619,"<",20.395,4,"=0.0004172",0.015,24.111,"<",20.395,4,"=0.0004172",0.015,24.111,"<"
80,"ex80","faces_ex80.lst",1,"Poisson","(v)","(v)","(v)",0.0978,0.1308,0.1004,0.1004,0.0971,0.263,0.35,0.27,0.271,0.261,0.132,0.175,0.135,0.135,0.131,75.949,4,"=1.255e-15",0.058,61.424,"<",83.362,4,"<2.2e-16",0.063,58.261,"<",83.362,4,"<2.2e-16",0.063,58.261,"<"
81,"ex81","faces_ex81.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0788,0.1001,0.0783,0.0792,0.0793,0.213,0.269,0.209,0.212,0.214,0.106,0.134,0.105,0.106,0.107,73.804,4,"=3.568e-15",0.056,47.707,"<",77.144,4,"=7.01e-16",0.058,47.425,"<",77.144,4,"=7.01e-16",0.058,47.425,"<"
82,"ex82","faces_ex82.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0808,0.0902,0.0743,0.0762,0.0763,0.216,0.242,0.199,0.204,0.205,0.1081,0.1212,0.0995,0.1022,0.1023,65.035,4,"=2.53e-13",0.049,18.67,"6.131e-15",62.994,4,"=6.806e-13",0.048,19.755,"8.308e-16",62.994,4,"=6.806e-13",0.048,19.755,"8.308e-16"
83,"ex83","faces_ex83.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0755,0.0648,0.05,0.0504,0.0504,0.205,0.175,0.135,0.136,0.136,0.1026,0.0875,0.0674,0.0679,0.068,73.804,4,"=3.568e-15",0.056,26.569,"<",67.091,4,"=9.328e-14",0.051,26.773,"<",67.091,4,"=9.328e-14",0.051,26.773,"<"
84,"ex84","faces_ex84.lst",1,"Poisson","(iii)","(iv)","(iii)",0.0378,0.0502,0.036,0.036,0.0362,0.1022,0.1359,0.0972,0.0971,0.0977,0.0511,0.0679,0.0486,0.0486,0.0489,87.101,4,"<2.2e-16",0.066,53.942,"<",89.244,4,"<2.2e-16",0.068,53.085,"<",89.244,4,"<2.2e-16",0.068,53.085,"<"
85,"ex85","faces_ex85.lst",1,"Poisson","(iii)","(iii)","(iii)",0.075,0.0909,0.0685,0.0703,0.0701,0.202,0.244,0.185,0.19,0.19,0.1012,0.122,0.0926,0.0952,0.0948,47.304,4,"=1.318e-09",0.036,18.105,"1.736e-14",42.674,4,"=1.209e-08",0.032,17.828,"2.896e-14",42.674,4,"=1.209e-08",0.032,17.828,"2.896e-14"
86,"ex86","faces_ex86.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0752,0.0637,0.0506,0.0517,0.0511,0.205,0.171,0.136,0.139,0.137,0.1023,0.0857,0.0679,0.0696,0.0687,45.392,4,"=3.296e-09",0.034,26.761,"<",47.319,4,"=1.309e-09",0.036,26.86,"<",47.319,4,"=1.309e-09",0.036,26.86,"<"
87,"ex87","faces_ex87.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0432,0.0521,0.0366,0.0374,0.0373,0.1168,0.1406,0.0992,0.1014,0.1013,0.0584,0.0703,0.0496,0.0507,0.0506,87.835,4,"<2.2e-16",0.067,15.589,"1.812e-12",83.491,4,"<2.2e-16",0.063,15.244,"3.436e-12",83.491,4,"<2.2e-16",0.063,15.244,"3.436e-12"
88,"ex88","faces_ex88.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0817,0.0876,0.0752,0.0774,0.0767,0.221,0.237,0.204,0.21,0.207,0.11,0.119,0.102,0.105,0.104,55.828,4,"=2.179e-11",0.042,7.2009,"9.809e-06",33.77,4,"=8.308e-07",0.026,7.1334,"1.11e-05",33.77,4,"=8.308e-07",0.026,7.1334,"1.11e-05"
89,"ex89","faces_ex89.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0716,0.0747,0.0564,0.0566,0.0566,0.194,0.201,0.152,0.152,0.152,0.0969,0.1006,0.0759,0.076,0.0761,59.006,4,"=4.692e-12",0.045,15.429,"2.44e-12",43.27,4,"=9.094e-09",0.033,15.101,"4.476e-12",43.27,4,"=9.094e-09",0.033,15.101,"4.476e-12"
90,"ex90","faces_ex90.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0444,0.0537,0.0372,0.0375,0.0374,0.12,0.144,0.101,0.101,0.101,0.0602,0.0722,0.0503,0.0505,0.0505,24.133,4,"=7.511e-05",0.018,13.209,"1.487e-10",23.678,4,"=9.268e-05",0.018,12.74,"3.548e-10",23.678,4,"=9.268e-05",0.018,12.74,"3.548e-10"
91,"ex91","faces_ex91.lst",1,"Poisson","(iii)","(iii)","(iii)",0.072,0.0753,0.0659,0.0664,0.0664,0.193,0.202,0.177,0.178,0.178,0.0966,0.1012,0.0884,0.0892,0.0891,24.514,4,"=6.3e-05",0.019,6.7154,"2.382e-05",29.515,4,"=6.143e-06",0.022,6.9307,"1.608e-05",29.515,4,"=6.143e-06",0.022,6.9307,"1.608e-05"
92,"ex92","faces_ex92.lst",1,"Poisson","(iii)","(iii)","(iii)",0.071,0.0587,0.0418,0.042,0.0419,0.194,0.159,0.113,0.113,0.113,0.0969,0.0793,0.0564,0.0566,0.0565,67.333,4,"=8.292e-14",0.051,26.715,"<",63.013,4,"=6.742e-13",0.048,26.918,"<",63.013,4,"=6.742e-13",0.048,26.918,"<"
93,"ex93","faces_ex93.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0401,0.0483,0.0314,0.0317,0.0315,0.1084,0.1305,0.0845,0.0855,0.085,0.0542,0.0653,0.0423,0.0427,0.0425,48.441,4,"=7.636e-10",0.037,10.501,"2.242e-08",43.336,4,"=8.814e-09",0.033,10.384,"2.787e-08",43.336,4,"=8.814e-09",0.033,10.384,"2.787e-08"
94,"ex94","faces_ex94.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0639,0.0758,0.0633,0.0636,0.064,0.172,0.204,0.17,0.171,0.172,0.0861,0.102,0.0852,0.0856,0.0862,51.808,4,"=1.513e-10",0.039,31.895,"<",40.104,4,"=4.119e-08",0.03,32.449,"<",40.104,4,"=4.119e-08",0.03,32.449,"<"
95,"ex95","faces_ex95.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0738,0.0595,0.0452,0.0455,0.0455,0.202,0.161,0.122,0.124,0.123,0.1011,0.0803,0.0612,0.0619,0.0617,71.001,4,"=1.395e-14",0.054,27.473,"<",68.65,4,"=4.375e-14",0.052,27.982,"<",68.65,4,"=4.375e-14",0.052,27.982,"<"
96,"ex96","faces_ex96.lst",1,"Poisson","(v)","(v)","(v)",0.0401,0.0459,0.031,0.0309,0.0308,0.1087,0.1236,0.0832,0.083,0.0828,0.0544,0.0618,0.0416,0.0415,0.0414,80.131,4,"<2.2e-16",0.061,11.49,"3.593e-09",82.747,4,"<2.2e-16",0.063,11.284,"5.264e-09",82.747,4,"<2.2e-16",0.063,11.284,"5.264e-09"
97,"ex97","faces_ex97.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0702,0.0782,0.0666,0.0674,0.0674,0.189,0.21,0.179,0.181,0.181,0.0943,0.1051,0.0897,0.0907,0.0906,36.359,4,"=2.441e-07",0.028,14.644,"1.043e-11",41.297,4,"=2.333e-08",0.031,15.024,"5.163e-12",41.297,4,"=2.333e-08",0.031,15.024,"5.163e-12"
98,"ex98","faces_ex98.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0722,0.0585,0.0453,0.0458,0.0456,0.198,0.158,0.123,0.124,0.124,0.0988,0.0789,0.0614,0.0621,0.0618,63.794,4,"=4.618e-13",0.048,25.486,"<",64.904,4,"=2.696e-13",0.049,25.744,"<",64.904,4,"=2.696e-13",0.049,25.744,"<"
99,"ex99","faces_ex99.lst",1,"Poisson","(v)","(v)","(v)",0.0425,0.0448,0.0343,0.0342,0.0341,0.1151,0.1208,0.0923,0.0922,0.0917,0.0576,0.0604,0.0462,0.0461,0.0459,47.067,4,"=1.477e-09",0.036,10.41,"2.655e-08",40.739,4,"=3.043e-08",0.031,10.186,"4.016e-08",40.739,4,"=3.043e-08",0.031,10.186,"4.016e-08"
100,"ex100","faces_ex100.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0675,0.0702,0.059,0.0592,0.0593,0.182,0.189,0.159,0.16,0.16,0.0912,0.0944,0.0796,0.08,0.08,25.583,4,"=3.84e-05",0.019,10.198,"3.926e-08",27.944,4,"=1.28e-05",0.021,9.925,"6.509e-08",27.944,4,"=1.28e-05",0.021,9.925,"6.509e-08"
101,"ex101","faces_ex101.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0888,0.0554,0.0402,0.0402,0.0402,0.243,0.15,0.108,0.108,0.108,0.1217,0.0752,0.0539,0.054,0.054,85.181,4,"<2.2e-16",0.065,49.143,"<",79.469,4,"=2.257e-16",0.06,49.507,"<",79.469,4,"=2.257e-16",0.06,49.507,"<"
102,"ex102","faces_ex102.lst",1,"Poisson","(v)","(v)","(v)",0.0429,0.0386,0.0289,0.0289,0.0288,0.1172,0.1039,0.0777,0.0778,0.0776,0.0586,0.0519,0.0389,0.0389,0.0388,68.359,4,"=5.039e-14",0.052,10.938,"9.989e-09",69.27,4,"=3.236e-14",0.052,10.877,"1.12e-08",69.27,4,"=3.236e-14",0.052,10.877,"1.12e-08"
103,"ex103","faces_ex103.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0659,0.0751,0.0604,0.0604,0.0607,0.178,0.203,0.163,0.163,0.164,0.0892,0.1017,0.0817,0.0817,0.0822,18.698,4,"=0.0009008",0.014,11.215,"5.979e-09",13.309,4,"=0.00986",0.01,11.351,"4.648e-09",13.309,4,"=0.00986",0.01,11.351,"4.648e-09"
104,"ex104","faces_ex104.lst",1,"Poisson","(iv)","(iv)","(iv)",0.0746,0.0558,0.041,0.0409,0.041,0.205,0.15,0.111,0.11,0.111,0.1023,0.0751,0.0553,0.0552,0.0554,58.284,4,"=6.653e-12",0.044,31.489,"<",52.962,4,"=8.677e-11",0.04,31.93,"<",52.962,4,"=8.677e-11",0.04,31.93,"<"
105,"ex105","faces_ex105.lst",1,"Poisson","(iv)","(iv)","(iv)",0.0474,0.0397,0.0297,0.0296,0.0312,0.1303,0.1066,0.0801,0.0799,0.0844,0.0652,0.0533,0.0401,0.0399,0.0422,33.486,4,"=9.498e-07",0.025,9.8417,"7.593e-08",27.508,4,"=1.569e-05",0.021,9.8197,"7.908e-08",27.508,4,"=1.569e-05",0.021,9.8197,"7.908e-08"
106,"ex106","faces_ex106.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0604,0.076,0.0587,0.0589,0.0589,0.163,0.205,0.158,0.159,0.159,0.0817,0.1024,0.0792,0.0795,0.0796,14.07,4,"=0.007074",0.011,17.696,"3.693e-14",16.274,4,"=0.002673",0.012,17.728,"3.482e-14",16.274,4,"=0.002673",0.012,17.728,"3.482e-14"
107,"ex107","faces_ex107.lst",1,"Poisson","(iv)","(iii)","(iv)",0.0793,0.0549,0.0435,0.0434,0.0437,0.217,0.149,0.117,0.117,0.118,0.1083,0.0743,0.0587,0.0586,0.059,55.731,4,"=2.283e-11",0.042,39.132,"<",51.898,4,"=1.449e-10",0.039,39.254,"<",51.898,4,"=1.449e-10",0.039,39.254,"<"
108,"ex108","faces_ex108.lst",1,"Poisson","(iii)","(iii)","(iii)",0.046,0.0457,0.0306,0.0307,0.032,0.1257,0.1231,0.0824,0.0827,0.0862,0.0628,0.0616,0.0412,0.0414,0.0431,78.264,4,"=4.061e-16",0.059,9.3192,"1.993e-07",73.2,4,"=4.786e-15",0.055,9.4426,"1.587e-07",73.2,4,"=4.786e-15",0.055,9.4426,"1.587e-07"
109,"ex109","faces_ex109.lst",1,"Poisson","(iii)","(iii)","(i)",0.0927,0.127,0.0925,0.0934,0.0928,0.25,0.344,0.249,0.251,0.251,0.125,0.172,0.125,0.126,0.125,54.89,4,"=3.427e-11",0.042,49.123,"<",52.085,4,"=1.324e-10",0.039,48.07,"<",52.085,4,"=1.324e-10",0.039,48.07,"<"
110,"ex110","faces_ex110.lst",1,"Poisson","(iv)","(iii)","(v)",0.0722,0.0889,0.0655,0.0654,0.0654,0.195,0.238,0.176,0.177,0.176,0.0975,0.1189,0.0882,0.0884,0.0881,82.65,4,"<2.2e-16",0.063,32.014,"<",71.28,4,"=1.218e-14",0.054,30.187,"<",71.28,4,"=1.218e-14",0.054,30.187,"<"
111,"ex111","faces_ex111.lst",1,"Poisson","(v)","(v)","(v)",0.053,0.0751,0.0489,0.0494,0.0487,0.143,0.203,0.132,0.133,0.131,0.0714,0.1015,0.0658,0.0667,0.0654,182.48,4,"<2.2e-16",0.138,42.73,"<",177.41,4,"<2.2e-16",0.134,42.738,"<",177.41,4,"<2.2e-16",0.134,42.738,"<"
112,"ex112","faces_ex112.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0951,0.1248,0.0927,0.0945,0.0943,0.255,0.334,0.248,0.253,0.253,0.128,0.167,0.124,0.127,0.126,67.365,4,"=8.166e-14",0.051,45.997,"<",69.253,4,"=3.263e-14",0.052,45.654,"<",69.253,4,"=3.263e-14",0.052,45.654,"<"
113,"ex113","faces_ex113.lst",1,"Poisson","(iv)","(iv)","(iv)",0.0751,0.0874,0.0656,0.065,0.0651,0.202,0.234,0.176,0.174,0.175,0.1012,0.117,0.0879,0.0872,0.0874,35.023,4,"=4.595e-07",0.027,23.511,"<",37.888,4,"=1.182e-07",0.029,22.846,"<",37.888,4,"=1.182e-07",0.029,22.846,"<"
114,"ex114","faces_ex114.lst",1,"Poisson","(i)","(i)","(iv)",0.0487,0.0645,0.0488,0.0487,0.0488,0.131,0.173,0.131,0.131,0.132,0.0657,0.0865,0.0656,0.0653,0.0659,53.697,4,"=6.09e-11",0.041,37.282,"<",52.921,4,"=8.851e-11",0.04,35.401,"<",52.921,4,"=8.851e-11",0.04,35.401,"<"
115,"ex115","faces_ex115.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0976,0.1291,0.0936,0.0955,0.0943,0.263,0.348,0.251,0.257,0.254,0.131,0.174,0.126,0.129,0.127,55.515,4,"=2.534e-11",0.042,37.918,"<",56.075,4,"=1.934e-11",0.042,37.641,"<",56.075,4,"=1.934e-11",0.042,37.641,"<"
116,"ex116","faces_ex116.lst",1,"Poisson","(v)","(v)","(v)",0.0714,0.091,0.0683,0.0673,0.067,0.191,0.244,0.182,0.18,0.179,0.0955,0.1222,0.0912,0.09,0.0895,61.481,4,"=1.416e-12",0.047,38.931,"<",69.038,4,"=3.624e-14",0.052,39.531,"<",69.038,4,"=3.624e-14",0.052,39.531,"<"
117,"ex117","faces_ex117.lst",1,"Poisson","(iii)","(iii)","(iv)",0.0516,0.071,0.0509,0.0509,0.0515,0.138,0.191,0.136,0.136,0.138,0.0692,0.0953,0.0681,0.068,0.0691,98.846,4,"<2.2e-16",0.075,60.831,"<",92.752,4,"<2.2e-16",0.07,62.35,"<",92.752,4,"<2.2e-16",0.07,62.35,"<"
118,"ex118","faces_ex118.lst",1,"Poisson","(v)","(v)","(v)",0.0885,0.1053,0.0857,0.0859,0.0855,0.237,0.283,0.23,0.23,0.229,0.118,0.141,0.115,0.115,0.114,34.335,4,"=6.363e-07",0.026,23.259,"<",35.224,4,"=4.178e-07",0.027,24.01,"<",35.224,4,"=4.178e-07",0.027,24.01,"<"
119,"ex119","faces_ex119.lst",1,"Poisson","(v)","(v)","(v)",0.079,0.0828,0.0662,0.066,0.0654,0.213,0.223,0.178,0.178,0.177,0.1066,0.1116,0.0892,0.089,0.0883,43.135,4,"=9.704e-09",0.033,16.2,"5.864e-13",36.381,4,"=2.416e-07",0.028,16.487,"3.448e-13",36.381,4,"=2.416e-07",0.028,16.487,"3.448e-13"
120,"ex120","faces_ex120.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0471,0.0641,0.0442,0.0445,0.0446,0.127,0.172,0.119,0.12,0.12,0.0634,0.0861,0.0595,0.0599,0.0601,109.18,4,"<2.2e-16",0.083,44.512,"<",104.77,4,"<2.2e-16",0.079,44.005,"<",104.77,4,"<2.2e-16",0.079,44.005,"<"
121,"ex121","faces_ex121.lst",1,"Poisson","(iii)","(i)","(iii)",0.087,0.1045,0.0869,0.0876,0.0869,0.233,0.279,0.233,0.234,0.233,0.117,0.139,0.116,0.117,0.116,35.564,4,"=3.558e-07",0.027,27.895,"<",30.315,4,"=4.222e-06",0.023,27.677,"<",30.315,4,"=4.222e-06",0.023,27.677,"<"
122,"ex122","faces_ex122.lst",1,"Poisson","(iv)","(iv)","(iv)",0.0733,0.0799,0.062,0.0617,0.0617,0.199,0.215,0.166,0.165,0.166,0.0995,0.1074,0.0832,0.0827,0.0829,69.44,4,"=2.98e-14",0.053,24.152,"<",76.817,4,"=8.222e-16",0.058,23.459,"<",76.817,4,"=8.222e-16",0.058,23.459,"<"
123,"ex123","faces_ex123.lst",1,"Poisson","(iii)","(iii)","(iii)",0.043,0.058,0.0427,0.0435,0.0434,0.116,0.157,0.115,0.117,0.117,0.0581,0.0784,0.0576,0.0586,0.0586,64.504,4,"=3.273e-13",0.049,59.64,"<",71.353,4,"=1.176e-14",0.054,59.142,"<",71.353,4,"=1.176e-14",0.054,59.142,"<"
124,"ex124","faces_ex124.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0891,0.1115,0.0867,0.0872,0.0885,0.24,0.3,0.233,0.234,0.238,0.12,0.15,0.117,0.117,0.119,62.914,4,"=7.075e-13",0.048,35.455,"<",62.846,4,"=7.311e-13",0.048,33.934,"<",62.846,4,"=7.311e-13",0.048,33.934,"<"
125,"ex125","faces_ex125.lst",1,"Poisson","(iv)","(iii)","(iv)",0.0763,0.0856,0.0643,0.0642,0.0646,0.206,0.231,0.173,0.173,0.174,0.1028,0.1154,0.0865,0.0864,0.0868,90.553,4,"<2.2e-16",0.069,29.47,"<",69.835,4,"=2.459e-14",0.053,29.451,"<",69.835,4,"=2.459e-14",0.053,29.451,"<"
126,"ex126","faces_ex126.lst",1,"Poisson","(iii)","(i)","(i)",0.046,0.0648,0.0459,0.0466,0.0462,0.124,0.175,0.124,0.126,0.124,0.0619,0.0874,0.062,0.0628,0.0621,91.091,4,"<2.2e-16",0.069,60.412,"<",93.714,4,"<2.2e-16",0.071,59.005,"<",93.714,4,"<2.2e-16",0.071,59.005,"<"
127,"ex127","faces_ex127.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0852,0.1025,0.0836,0.0838,0.0841,0.229,0.276,0.225,0.226,0.226,0.115,0.138,0.112,0.113,0.113,42.519,4,"=1.302e-08",0.032,22.324,"<",34.007,4,"=7.426e-07",0.026,22.664,"<",34.007,4,"=7.426e-07",0.026,22.664,"<"
128,"ex128","faces_ex128.lst",1,"Poisson","(v)","(iii)","(v)",0.0648,0.0734,0.0561,0.0563,0.0558,0.176,0.198,0.151,0.151,0.151,0.0878,0.0992,0.0755,0.0756,0.0753,68.781,4,"=4.105e-14",0.052,25.379,"<",72.521,4,"=6.66e-15",0.055,25.273,"<",72.521,4,"=6.66e-15",0.055,25.273,"<"
129,"ex129","faces_ex129.lst",1,"Poisson","(i)","(i)","(i)",0.0429,0.0618,0.0432,0.0432,0.0432,0.116,0.167,0.116,0.117,0.116,0.0578,0.0835,0.0582,0.0583,0.0582,92.17,4,"<2.2e-16",0.07,67.058,"<",102.88,4,"<2.2e-16",0.078,66.513,"<",102.88,4,"<2.2e-16",0.078,66.513,"<"
130,"ex130","faces_ex130.lst",1,"Poisson","(i)","(i)","(i)",0.0825,0.1038,0.0829,0.0828,0.0831,0.221,0.279,0.221,0.221,0.222,0.11,0.139,0.111,0.111,0.111,52.977,4,"=8.617e-11",0.04,31.17,"<",45.874,4,"=2.616e-09",0.035,31.75,"<",45.874,4,"=2.616e-09",0.035,31.75,"<"
131,"ex131","faces_ex131.lst",1,"Poisson","(v)","(iv)","(v)",0.0695,0.0777,0.0585,0.0585,0.0583,0.188,0.208,0.158,0.157,0.157,0.0939,0.1041,0.0788,0.0787,0.0785,69.29,4,"=3.206e-14",0.052,21.481,"<",65.622,4,"=1.903e-13",0.05,20.717,"<",65.622,4,"=1.903e-13",0.05,20.717,"<"
132,"ex132","faces_ex132.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0482,0.0583,0.0434,0.0436,0.0434,0.131,0.157,0.117,0.117,0.117,0.0653,0.0783,0.0585,0.0587,0.0587,79.663,4,"<2.2e-16",0.06,17.579,"4.582e-14",71.488,4,"=1.101e-14",0.054,16.735,"2.178e-13",71.488,4,"=1.101e-14",0.054,16.735,"2.178e-13"
133,"ex133","faces_ex133.lst",1,"Poisson","(iii)","(iii)","(iii)",0.091,0.1119,0.0851,0.0853,0.0858,0.244,0.3,0.229,0.229,0.23,0.122,0.15,0.114,0.115,0.115,44.899,4,"=4.172e-09",0.034,25.856,"<",43.362,4,"=8.702e-09",0.033,26.114,"<",43.362,4,"=8.702e-09",0.033,26.114,"<"
134,"ex134","faces_ex134.lst",1,"Poisson","(v)","(iii)","(v)",0.0805,0.0761,0.0588,0.0588,0.0587,0.218,0.205,0.158,0.158,0.158,0.1089,0.1023,0.0792,0.0792,0.0788,41.515,4,"=2.102e-08",0.031,18.197,"1.466e-14",37.51,4,"=1.414e-07",0.028,18.36,"1.085e-14",37.51,4,"=1.414e-07",0.028,18.36,"1.085e-14"
135,"ex135","faces_ex135.lst",1,"Poisson","(iii)","(iii)","(iii)",0.046,0.057,0.0426,0.0431,0.0431,0.125,0.154,0.115,0.116,0.117,0.0624,0.077,0.0574,0.0581,0.0583,67.261,4,"=8.59e-14",0.051,28.477,"<",77.067,4,"=7.28e-16",0.058,28.011,"<",77.067,4,"=7.28e-16",0.058,28.011,"<"
136,"ex136","faces_ex136.lst",1,"Poisson","(iv)","(iv)","(iv)",0.144,0.182,0.145,0.141,0.145,0.386,0.488,0.388,0.38,0.389,0.193,0.244,0.194,0.19,0.194,25.956,4,"=3.229e-05",0.02,33.697,"<",27.944,4,"=1.28e-05",0.021,34.535,"<",27.944,4,"=1.28e-05",0.021,34.535,"<"
137,"ex137","faces_ex137.lst",1,"Poisson","(v)","(v)","(v)",0.0959,0.1288,0.0958,0.0961,0.0948,0.258,0.345,0.258,0.259,0.255,0.129,0.173,0.129,0.129,0.127,53.947,4,"=5.4e-11",0.041,59.924,"<",57.707,4,"=8.793e-12",0.044,58.178,"<",57.707,4,"=8.793e-12",0.044,58.178,"<"
138,"ex138","faces_ex138.lst",1,"Poisson","(iii)","(iii)","(iii)",0.075,0.1104,0.0721,0.0737,0.0748,0.203,0.298,0.194,0.199,0.203,0.1016,0.1489,0.0968,0.0994,0.1013,135.86,4,"<2.2e-16",0.103,80.685,"<",138.67,4,"<2.2e-16",0.105,81.403,"<",138.67,4,"<2.2e-16",0.105,81.403,"<"
139,"ex139","faces_ex139.lst",1,"Poisson","(i)","(i)","(i)",0.15,0.191,0.152,0.152,0.152,0.401,0.513,0.405,0.408,0.409,0.201,0.257,0.202,0.204,0.204,29.983,4,"=4.934e-06",0.023,35.179,"<",25.648,4,"=3.725e-05",0.019,35.093,"<",25.648,4,"=3.725e-05",0.019,35.093,"<"
140,"ex140","faces_ex140.lst",1,"Poisson","(v)","(v)","(v)",0.108,0.141,0.109,0.108,0.106,0.29,0.378,0.292,0.29,0.287,0.145,0.189,0.146,0.145,0.143,99.425,4,"<2.2e-16",0.075,51.903,"<",96.192,4,"<2.2e-16",0.073,50.312,"<",96.192,4,"<2.2e-16",0.073,50.312,"<"
141,"ex141","faces_ex141.lst",1,"Poisson","(i)","(i)","(iii)",0.0759,0.1066,0.0763,0.0763,0.0763,0.205,0.286,0.205,0.205,0.206,0.103,0.143,0.102,0.103,0.103,90.587,4,"<2.2e-16",0.069,65.262,"<",86.281,4,"<2.2e-16",0.065,64.9,"<",86.281,4,"<2.2e-16",0.065,64.9,"<"
142,"ex142","faces_ex142.lst",1,"Poisson","(i)","(i)","(i)",0.144,0.19,0.148,0.148,0.148,0.388,0.511,0.399,0.4,0.398,0.194,0.255,0.199,0.2,0.199,44.213,4,"=5.793e-09",0.033,42.102,"<",44.09,4,"=6.146e-09",0.033,42.1,"<",44.09,4,"=6.146e-09",0.033,42.1,"<"
143,"ex143","faces_ex143.lst",1,"Poisson","(i)","(i)","(i)",0.102,0.137,0.106,0.104,0.103,0.275,0.369,0.284,0.28,0.276,0.138,0.184,0.142,0.14,0.138,104.37,4,"<2.2e-16",0.079,70.169,"<",97.404,4,"<2.2e-16",0.074,71.865,"<",97.404,4,"<2.2e-16",0.074,71.865,"<"
144,"ex144","faces_ex144.lst",1,"Poisson","(iii)","(iii)","(iii)",0.0805,0.1076,0.0792,0.0799,0.0806,0.217,0.289,0.213,0.215,0.217,0.109,0.144,0.106,0.108,0.109,83.156,4,"<2.2e-16",0.063,50.515,"<",73.552,4,"=4.034e-15",0.056,49.782,"<",73.552,4,"=4.034e-15",0.056,49.782,"<"
